"Marca temporal","a) De favor, me podría ayudar con que la última persona que cumplió años en su hogar sea quien conteste la encuesta. ","b)	¿Vive usted en esta casa?","c)	¿Cuenta con credencial de lector vigente domiciliaria con esta vivienda?","d)	Me podría decir su edad, de favor ","e)	Anotar sexo sin preguntar","1.	Pensando en cómo se ha sentido en la última semana, ¿qué emoción describe mejor su estado de ánimo?","2.	¿Qué tan seguro está de asistir a votar en las próximas elecciones del 6 de junio?","3.	Si en las próximas elecciones para Presidente Municipal de Tuxtla Gutiérrez los candidatos fueran los siguientes, ¿por quién votaría usted?","4.	Independientemente de por quién ha votado en pasadas elecciones, ¿actualmente con cuál partido se siente usted más identificado? ","5.	¿Cuál es el servicio público que más ha mejorado en su colonia durante los últimos tres años?","6.	¿Cuál es el servicio público que más ha empeorado en su colonia durante los últimos tres años?","7.	En general, ¿usted aprueba o desaprueba la forma en que el presidente Andrés Manuel López Obrador realiza su trabajo?","8.	En general, ¿usted aprueba o desaprueba la forma en que su presidente municipal Carlos Morales realiza su trabajo? ","¿Cuál es su estado civil?","¿Cuál es su último grado de estudios concluido?","¿Cuál es su principal ocupación?","En total y contándose usted, ¿cuántas personas viven en su casa?","Número de equipo","Número del encuestador","Nombre del encuestador","Sección","Manzana","Persona"
"2021/04/15 12:11:58 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","a) Ama de casa","d) 4","1","5","Antonio Cruz","1610","18","6"
"2021/04/15 12:12:49 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","j) Trabaja por su cuenta","e) 5","1","2","Isaac","1610","18","1"
"2021/04/15 12:13:40 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","j) Ninguno (No leer)","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","d) 4","1","3","Henry","1610","18","7"
"2021/04/15 12:15:17 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","a) Ama de casa","c) 3","1","5","Antonio Cruz","1610","29","6"
"2021/04/15 12:15:57 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1610","18","2"
"2021/04/15 12:19:17 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1610","29","6"
"2021/04/15 12:20:25 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1610","29","1"
"2021/04/15 12:22:46 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","99) No sabe / No contesta (No leer)","d) Desaprueba mucho","b) Aprueba poco","b) Casado","g) No contesta (No leer)","l) No contesta (No leer)","b) 2","1","1","Lalo Caballero","1610","3","8"
"2021/04/15 12:29:50 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","e) 5","1","3","Henry","1610","29","7"
"2021/04/15 12:40:59 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","e) Viudo","e) Licenciatura","a) Ama de casa","b) 2","1","2","Isaac","1610","29","2"
"2021/04/15 12:43:52 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","b) Recolección de basura","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1610","133","3"
"2021/04/15 12:45:23 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","e) Viudo","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1610","133","2"
"2021/04/15 12:46:10 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","e) Agua potable","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1610","133","3"
"2021/04/15 12:47:06 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","g) No contesta (No leer)","a) Ama de casa","e) 5","1","3","Henry","1610","133","5"
"2021/04/15 12:48:11 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","c) 3","1","5","Antonio Cruz","1610","133","4"
"2021/04/15 12:58:49 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1964","4","1"
"2021/04/15 12:59:06 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","a) Ama de casa","e) 5","1","5","Antonio Cruz","1964","4","3"
"2021/04/15 1:00:39 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","a) Hombre","b) Aburrido","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","99) No sabe / No contesta (No leer)","d) Desaprueba mucho","e) Viudo","a) No estudió","k) Campesino","b) 2","1","3","Henry","1964","4","5"
"2021/04/15 1:01:24 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1964","4","2"
"2021/04/15 1:01:51 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","b) Recolección de basura","e) Agua potable","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","b) Primaria","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1950","4","4"
"2021/04/15 1:02:47 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","2","Isaac","1964","13","1"
"2021/04/15 1:03:36 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","99) No sabe / No contesta (No leer)","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","b) Primaria","a) Ama de casa","f) 6","1","3","Henry","1964","4","6"
"2021/04/15 1:04:22 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","j) Ninguno (No leer)","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","e) 5","1","5","Antonio Cruz","1964","13","3"
"2021/04/15 1:05:10 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","d) 4","1","2","Isaac","1964","13","2"
"2021/04/15 1:06:48 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","Bien","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","d) 4","1","3","Henry","1964","4","5"
"2021/04/15 1:07:10 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","c) Unión libre","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","5","Antonio Cruz","1964","13","4"
"2021/04/15 1:08:44 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","e) Acompañado","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","2","Isaac","1964","15","1"
"2021/04/15 1:09:56 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","c) Unión libre","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","5","Antonio Cruz","1964","15","3"
"2021/04/15 1:10:07 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","g) No contesta (No leer)","i) Empleado en el sector privado","f) 6","1","3","Henry","1964","13","6"
"2021/04/15 1:11:17 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1964","15","2"
"2021/04/15 1:12:32 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","a) Ama de casa","f) 6","1","5","Antonio Cruz","1964","14","4"
"2021/04/15 1:14:14 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","a) Ama de casa","b) 2","1","2","Isaac","1964","14","1"
"2021/04/15 1:14:27 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","j) Ninguno (No leer)","g) Pavimentación de calles","b) Aprueba poco","c) Desaprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","e) 5","1","3","Henry","1964","15","5"
"2021/04/15 1:16:02 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","c) Alumbrado público","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","h) Empleado en el sector público","d) 4","1","5","Antonio Cruz","1964","6","3"
"2021/04/15 1:17:09 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","a) Aprueba mucho","f) No contesta (No leer)","g) No contesta (No leer)","l) No contesta (No leer)","d) 4","1","1","Lalo Caballero","1610","133","8"
"2021/04/15 1:17:23 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","i) Empleado en el sector privado","b) 2","1","2","Isaac","1964","14","2"
"2021/04/15 1:18:20 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","j) Ninguno (No leer)","c) Alumbrado público","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","d) 4","1","3","Henry","1964","15","6"
"2021/04/15 1:20:17 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","d) Divorciado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1964","6","1"
"2021/04/15 1:20:54 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","e) Viudo","b) Primaria","f) Desempleado","g) 7","1","5","Antonio Cruz","1964","6","3"
"2021/04/15 1:23:02 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","c) Alumbrado público","b) Aprueba poco","c) Desaprueba poco","c) Unión libre","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","3","Henry","1964","1","4"
"2021/04/15 1:23:32 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","c) Tranquilo","99) No contesta (No leer)","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","b) Aprueba poco","d) Divorciado","d) Preparatoria","a) Ama de casa","d) 4","1","5","Antonio Cruz","1964","6","4"
"2021/04/15 1:23:48 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","99) No sabe / No contesta (No leer)","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","j) Ninguno (No leer)","b) Aprueba poco","a) Aprueba mucho","f) No contesta (No leer)","g) No contesta (No leer)","a) Ama de casa","c) 3","1","1","Lalo Caballero","1964","4","8"
"2021/04/15 1:25:35 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1964","6","2"
"2021/04/15 1:26:30 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","b) Aburrido","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","g) Desempleado y busca trabajo","c) 3","1","5","Antonio Cruz","1964","6","4"
"2021/04/15 1:26:37 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","99) No sabe / No contesta (No leer)","g) Pavimentación de calles","b) Aprueba poco","c) Desaprueba poco","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","c) 3","1","3","Henry","1964","1","6"
"2021/04/15 1:26:54 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","e) 5","1","2","Isaac","1964","7","1"
"2021/04/15 1:27:50 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","e) 5","1","5","Antonio Cruz","1964","7","3"
"2021/04/15 1:28:39 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","99) No sabe / No contesta (No leer)","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","d) Divorciado","d) Preparatoria","f) Desempleado","d) 4","1","1","Lalo Caballero","1964","13","8"
"2021/04/15 1:29:47 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","b) Aprueba poco","b) Casado","a) No estudió","k) Campesino","c) 3","1","3","Henry","1964","7","5"
"2021/04/15 1:30:04 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Jorge Martínez, por el Partido Verde","d) Partido Verde","c) Alumbrado público","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1964","7","4"
"2021/04/15 1:30:17 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1964","7","2"
"2021/04/15 1:33:38 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","b) Aprueba poco","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","e) 5","1","5","Antonio Cruz","1964","1","3"
"2021/04/15 1:34:35 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","j) Ninguno (No leer)","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","g) No contesta (No leer)","l) No contesta (No leer)","e) 5","1","3","Henry","1964","7","5"
"2021/04/15 1:36:54 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","e) Agua potable","f) Seguridad pública","d) Desaprueba mucho","d) Desaprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1964","1","4"
"2021/04/15 1:38:07 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","i) Transporte público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","a) Soltero","g) No contesta (No leer)","l) No contesta (No leer)","e) 5","1","4","Henry","1964","7","6"
"2021/04/15 1:41:14 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","b) 2","1","2","Isaac","1964","1","2"
"2021/04/15 1:41:30 p. m. GMT-5","b) No se encontraba, contestó la misma","b) No (Agradecer y solicitar la participación de otra persona)","b) No (Agradecer y solicitar la participación de otra persona)","e) 55 a 64 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","99) No sabe / No contesta (No leer)","a) Aprueba mucho","b) Aprueba poco","d) Divorciado","c) Secundaria","j) Trabaja por su cuenta","c) 3","1","1","Lalo Caballero","1964","15","8"
"2021/04/15 1:41:50 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","a) Aprueba mucho","b) Aprueba poco","b) Casado","g) No contesta (No leer)","j) Trabaja por su cuenta","d) 4","1","3","Henry","1964","6","5"
"2021/04/15 1:42:41 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","j) Ninguno (No leer)","b) Aprueba poco","a) Aprueba mucho","f) No contesta (No leer)","g) No contesta (No leer)","l) No contesta (No leer)","d) 4","1","1","Lalo Caballero","1964","14","8"
"2021/04/15 1:46:01 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","c) Alumbrado público","b) Aprueba poco","b) Aprueba poco","a) Soltero","e) Licenciatura","i) Empleado en el sector privado","d) 4","1","3","Henry","1964","6","6"
"2021/04/15 1:50:30 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","c) Desaprueba poco","a) Soltero","e) Licenciatura","e) Estudiante y trabaja","e) 5","1","3","Henry","1964","14","5"
"2021/04/15 1:55:34 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","f) Anulará su voto (No leer)","h) Ninguno (No leer)","b) Recolección de basura","g) Pavimentación de calles","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","e) 5","1","3","Henry","1964","14","6"
