"Marca temporal","a) De favor, me podría ayudar con que la última persona que cumplió años en su hogar sea quien conteste la encuesta. ","b)	¿Vive usted en esta casa?","c)	¿Cuenta con credencial de lector vigente domiciliaria con esta vivienda?","d)	Me podría decir su edad, de favor ","e)	Anotar sexo sin preguntar","1.	Pensando en cómo se ha sentido en la última semana, ¿qué emoción describe mejor su estado de ánimo?","2.	¿Qué tan seguro está de asistir a votar en las próximas elecciones del 6 de junio?","3.	Si en las próximas elecciones para Presidente Municipal de Tuxtla Gutiérrez los candidatos fueran los siguientes, ¿por quién votaría usted?","4.	Independientemente de por quién ha votado en pasadas elecciones, ¿actualmente con cuál partido se siente usted más identificado? ","5.	¿Cuál es el servicio público que más ha mejorado en su colonia durante los últimos tres años?","6.	¿Cuál es el servicio público que más ha empeorado en su colonia durante los últimos tres años?","7.	En general, ¿usted aprueba o desaprueba la forma en que el presidente Andrés Manuel López Obrador realiza su trabajo?","8.	En general, ¿usted aprueba o desaprueba la forma en que su presidente municipal Carlos Morales realiza su trabajo? ","¿Cuál es su estado civil?","¿Cuál es su último grado de estudios concluido?","¿Cuál es su principal ocupación?","En total y contándose usted, ¿cuántas personas viven en su casa?","Número de equipo","Número del encuestador","Nombre del encuestador","Sección","Manzana","Persona"
"2021/04/15 1:34:51 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","h) Ninguno (No leer)","b) Recolección de basura","d) Drenaje","c) Desaprueba poco","99) No sabe / No contesta (No leer)","b) Casado","b) Primaria","a) Ama de casa","f) 6","4","18","Mau","1742","18","4"
"2021/04/15 1:35:22 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","h) Ninguno (No leer)","e) MORENA","b) Recolección de basura","e) Agua potable","b) Aprueba poco","c) Desaprueba poco","b) Casado","b) Primaria","a) Ama de casa","d) 4","4","19","Fatima","1742","18","6"
"2021/04/15 1:45:16 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","e) Acompañado","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","i) No sabe / No contesta (No leer)","g) Pavimentación de calles","j) Ninguno (No leer)","a) Aprueba mucho","b) Aprueba poco","e) Viudo","a) No estudió","a) Ama de casa","a) 1","4","20","Pedro","1742","18","8"
"2021/04/15 2:06:26 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","b) Aburrido","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","j) Ninguno (No leer)","h) Centros de salud","99) No sabe / No contesta (No leer)","99) No sabe / No contesta (No leer)","a) Soltero","b) Primaria","a) Ama de casa","f) 6","4","18","Mau","1724","18","1"
"2021/04/15 2:07:31 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","b) Aburrido","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","b) Aprueba poco","b) Casado","c) Secundaria","f) Desempleado","d) 4","4","19","Fatima","1742","19","1"
"2021/04/15 2:09:28 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","h) Ninguno (No leer)","e) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","c) Desaprueba poco","b) Casado","d) Preparatoria","a) Ama de casa","h) 8 o más","4","17","Tadeo","1724","5","1"
"2021/04/15 2:11:50 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","e) Agua potable","c) Alumbrado público","b) Aprueba poco","a) Aprueba mucho","a) Soltero","b) Primaria","a) Ama de casa","d) 4","4","19","Fatima","1724","19","2"
"2021/04/15 2:12:20 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","e) 5","4","17","Tadeo","1724","5","2"
"2021/04/15 2:13:19 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","g) Entretenido","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","a) Partido Verde","c) Alumbrado público","d) Drenaje","a) Aprueba mucho","b) Aprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","d) 4","4","18","Mau","1724","18","2"
"2021/04/15 2:14:50 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","e) MORENA","b) Recolección de basura","a) Educación pública","a) Aprueba mucho","d) Desaprueba mucho","b) Casado","e) Licenciatura","a) Ama de casa","d) 4","4","20","Pedro","1724","6","1"
"2021/04/15 2:15:08 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","b) Recolección de basura","f) Seguridad pública","d) Desaprueba mucho","d) Desaprueba mucho","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","d) 4","4","17","Tadeo","1724","5","3"
"2021/04/15 2:16:08 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","a) Partido Verde","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","b) Primaria","j) Trabaja por su cuenta","f) 6","4","16","Rolando","1724","8","1"
"2021/04/15 2:18:09 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","a) Ama de casa","d) 4","4","19","Fatima","1724","19","3"
"2021/04/15 2:18:44 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","d) Preocupado","c) Estoy seguro que iré a votar","Danny Guillen","c) PAN","j) Ninguno (No leer)","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","f) Desempleado","d) 4","4","18","Mau","1724","18","3"
"2021/04/15 2:19:41 p. m. GMT-5","a) Sí salió otra persona","b) No (Agradecer y solicitar la participación de otra persona)","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","b) Casado","c) Secundaria","h) Empleado en el sector público","d) 4","4","16","Rolando","1724","8","2"
"2021/04/15 2:19:42 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","c) Desaprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","c) 3","4","20","Pedro","1724","6","2"
"2021/04/15 2:20:16 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","h) Ninguno (No leer)","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","i) Empleado en el sector privado","f) 6","4","17","Tadeo","1724","5","4"
"2021/04/15 2:21:46 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","h) Estresado","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","b) Ama de casa y trabaja","e) 5","4","18","Mau","1724","18","4"
"2021/04/15 2:25:05 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","h) Estresado","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","e) Agua potable","d) Drenaje","a) Aprueba mucho","a) Aprueba mucho","c) Unión libre","d) Preparatoria","j) Trabaja por su cuenta","c) 3","4","16","Rolando","1724","8","3"
"2021/04/15 2:25:12 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","d) Desaprueba mucho","c) Desaprueba poco","b) Casado","d) Preparatoria","a) Ama de casa","d) 4","4","17","Tadeo","1724","5","5"
"2021/04/15 2:25:51 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","a) Ama de casa","b) 2","4","18","Mau","1724","18","5"
"2021/04/15 2:28:30 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","a) Ama de casa","d) 4","4","20","Pedro","1724","6","3"
"2021/04/15 2:29:59 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","g) Pavimentación de calles","c) Desaprueba poco","c) Desaprueba poco","b) Casado","e) Licenciatura","i) Empleado en el sector privado","e) 5","4","17","Tadeo","1724","5","6"
"2021/04/15 2:30:00 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","c) Alumbrado público","a) Aprueba mucho","b) Aprueba poco","b) Casado","e) Licenciatura","h) Empleado en el sector público","d) 4","4","16","Rolando","1724","8","4"
"2021/04/15 2:30:25 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","99) No sabe / No contesta (No leer)","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","d) Movimiento Ciudadano","b) Recolección de basura","e) Agua potable","b) Aprueba poco","c) Desaprueba poco","b) Casado","b) Primaria","a) Ama de casa","f) 6","4","18","Mau","1724","18","6"
"2021/04/15 2:33:41 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","j) Ninguno (No leer)","f) Seguridad pública","c) Desaprueba poco","d) Desaprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","d) 4","4","17","Tadeo","1724","5","7"
"2021/04/15 2:34:43 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","e) Agua potable","c) Desaprueba poco","d) Desaprueba mucho","a) Soltero","e) Licenciatura","i) Empleado en el sector privado","h) 8 o más","4","18","Mau","1724","18","7"
"2021/04/15 2:35:04 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","e) Agua potable","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","j) Trabaja por su cuenta","c) 3","4","20","Pedro","1724","6","4"
"2021/04/15 2:39:21 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","e) 5","4","16","Rolando","1724","8","5"
"2021/04/15 2:39:38 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","j) Ninguno (No leer)","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","a) Soltero","e) Licenciatura","c) Jubilado","a) 1","4","17","Tadeo","1724","5","8"
"2021/04/15 2:40:07 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","b) Recolección de basura","a) Aprueba mucho","c) Desaprueba poco","e) Viudo","b) Primaria","j) Trabaja por su cuenta","b) 2","4","18","Mau","1724","18","8"
"2021/04/15 3:42:38 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","h) Estresado","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","b) Primaria","a) Ama de casa","c) 3","4","19","Fatima","1724","19","5"
"2021/04/15 3:46:02 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","c)Jorge Martínez, por el Partido Verde","h) Ninguno (No leer)","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","b) Aprueba poco","e) Viudo","c) Secundaria","a) Ama de casa","d) 4","4","19","Fatima","1724","19","6"
"2021/04/15 5:05:19 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","b) Recolección de basura","d) Drenaje","b) Aprueba poco","99) No sabe / No contesta (No leer)","b) Casado","c) Secundaria","c) Jubilado","d) 4","4","19","Fatima","1724","19","7"
"2021/04/15 5:08:45 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","a) No iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","h) 8 o más","4","19","Fatima","1724","19","8"
"2021/04/15 5:22:34 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","e) Acompañado","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","h) Ninguno (No leer)","j) Ninguno (No leer)","e) Agua potable","c) Desaprueba poco","d) Desaprueba mucho","a) Soltero","d) Preparatoria","i) Empleado en el sector privado","d) 4","4","18","Mau","1708","25","1"
"2021/04/15 5:22:56 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","h) Estresado","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","g) Pavimentación de calles","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","j) Trabaja por su cuenta","e) 5","4","19","Fatima","1708","25","5"
"2021/04/15 5:22:59 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","4","16","Rolando","1708","30","1"
"2021/04/15 5:25:12 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","c) Alumbrado público","d) Drenaje","a) Aprueba mucho","b) Aprueba poco","e) Viudo","b) Primaria","j) Trabaja por su cuenta","c) 3","4","16","Rolando","1708","30","2"
"2021/04/15 5:28:38 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","h) Ninguno (No leer)","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","c) Desaprueba poco","a) Soltero","e) Licenciatura","h) Empleado en el sector público","c) 3","4","18","Mau","1708","25","2"
"2021/04/15 5:30:40 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","c) Secundaria","j) Trabaja por su cuenta","a) 1","4","20","Pedro","1724","6","5"
"2021/04/15 5:30:53 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","b) Ama de casa y trabaja","e) 5","4","16","Rolando","1708","30","3"
"2021/04/15 5:34:37 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","a) Ama de casa","b) 2","4","19","Fatima","1708","25","7"
"2021/04/15 5:36:01 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","b) Aprueba poco","b) Casado","b) Primaria","a) Ama de casa","d) 4","4","18","Mau","1708","25","3"
"2021/04/15 5:39:19 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","e) 5","4","20","Pedro","1708","30","5"
"2021/04/15 5:39:30 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","e) 5","4","16","Rolando","1708","30","4"
"2021/04/15 5:41:12 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","e) Agua potable","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","d) 4","4","19","Fatima","1708","25","7"
"2021/04/15 5:45:05 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","c)Jorge Martínez, por el Partido Verde","h) Ninguno (No leer)","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","a) Soltero","e) Licenciatura","h) Empleado en el sector público","e) 5","4","18","Mau","1708","25","4"
"2021/04/15 5:48:23 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","d) Preocupado","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","d) Movimiento Ciudadano","b) Recolección de basura","j) Ninguno (No leer)","b) Aprueba poco","d) Desaprueba mucho","b) Casado","d) Preparatoria","a) Ama de casa","h) 8 o más","4","20","Pedro","1708","30","6"
"2021/04/15 5:53:17 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","b) Aburrido","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","e) Agua potable","j) Ninguno (No leer)","a) Aprueba mucho","b) Aprueba poco","b) Casado","b) Primaria","c) Jubilado","f) 6","4","19","Fatima","1708","25","8"
"2021/04/15 5:54:03 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","b) Primaria","j) Trabaja por su cuenta","d) 4","4","20","Pedro","1708","30","7"
"2021/04/15 6:03:36 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","e) Licenciatura","d) Estudiante","c) 3","4","19","Fatima","1708","29","5"
"2021/04/15 6:07:06 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","Vota por la persona","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","a) Ama de casa","f) 6","4","20","Pedro","1708","30","8"
"2021/04/15 6:19:18 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","b) Aprueba poco","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","d) 4","4","19","Fatima","1708","35","1"
"2021/04/16 8:32:57 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","b) Aprueba poco","b) Casado","e) Licenciatura","c) Jubilado","d) 4","4","18","Mau","1708","18","3"
"2021/04/16 8:37:52 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","d) Drenaje","a) Aprueba mucho","a) Aprueba mucho","e) Viudo","c) Secundaria","a) Ama de casa","a) 1","4","17","Tadeo","1708","18","1"
"2021/04/16 8:40:30 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","h) Estresado","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","c) Alumbrado público","a) Aprueba mucho","b) Aprueba poco","d) Divorciado","e) Licenciatura","j) Trabaja por su cuenta","b) 2","4","19","Fatima","1708","18","5"
"2021/04/16 8:41:35 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","a) Partido Verde","b) Recolección de basura","j) Ninguno (No leer)","b) Aprueba poco","a) Aprueba mucho","b) Casado","a) No estudió","a) Ama de casa","f) 6","4","18","Mau","1708","18","4"
"2021/04/16 8:42:50 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","e) MORENA","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","c) Desaprueba poco","c) Unión libre","c) Secundaria","i) Empleado en el sector privado","f) 6","4","20","Pedro","1708","18","7"
"2021/04/16 8:44:59 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","c) Alumbrado público","j) Ninguno (No leer)","b) Aprueba poco","b) Aprueba poco","a) Soltero","b) Primaria","i) Empleado en el sector privado","b) 2","4","17","Tadeo","1708","18","2"
"2021/04/16 8:46:12 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","b) 2","4","19","Fatima","1708","18","6"
"2021/04/16 8:50:34 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","a) Partido Verde","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","c) Unión libre","b) Primaria","j) Trabaja por su cuenta","e) 5","4","20","Pedro","1708","18","8"
"2021/04/16 8:59:11 a. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","e) Acompañado","c) Estoy seguro que iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","c) Jubilado","d) 4","4","18","Mau","1724","22","3"
"2021/04/16 9:01:42 a. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","a) Carlos Morales, por MORENA","e) MORENA","b) Recolección de basura","d) Drenaje","b) Aprueba poco","a) Aprueba mucho","b) Casado","e) Licenciatura","b) Ama de casa y trabaja","d) 4","4","20","Pedro","1724","22","7"
